"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E";"sss"
"09.05.2010 19:00";"27.2";"743.5";"758.1";"";"43";"Ветер, дующий с юго-востока";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.7";"";"";"";"";"";""
"09.05.2010 16:00";"27.0";"744.5";"759.2";"";"48";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.1";"";"";"";"";"";""
"09.05.2010 13:00";"23.7";"745.6";"760.4";"";"59";"Ветер, дующий с юго-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.1";"";"";"";"";"";""
"09.05.2010 10:00";"21.3";"745.8";"760.8";"";"69";"Ветер, дующий с юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"15.2";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.4";"";"";"";"";"";""
"09.05.2010 07:00";"15.3";"746.0";"761.3";"";"78";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"11.5";"";"";"";"";"";""
"09.05.2010 04:00";"16.7";"746.2";"761.4";"";"81";"Ветер, дующий с юго-востока";"4";"";"";"50%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.5";"";"";"";"";"";""
"09.05.2010 01:00";"19.4";"746.5";"761.6";"";"77";"Ветер, дующий с юго-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.3";"";"";"";"";"";""
"08.05.2010 22:00";"21.3";"746.2";"761.2";"";"73";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"27.4";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.3";"";"";"";"";"";""
"08.05.2010 19:00";"26.9";"746.0";"760.7";"";"49";"Ветер, дующий с юго-юго-востока";"4";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"";"10.0";"15.4";"";"";"";"";"";""
"08.05.2010 16:00";"27.4";"746.9";"761.6";"";"47";"Ветер, дующий с юго-юго-востока";"4";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.1";"";"";"";"";"";""
"08.05.2010 13:00";"22.0";"748.0";"763.0";"";"58";"Ветер, дующий с востоко-юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.3";"";"";"";"";"";""
"08.05.2010 10:00";"17.2";"748.3";"764.0";"";"64";"Ветер, дующий с востоко-юго-востока";"4";"";"";"60%.";" ";"";"";"9.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"10.3";"";"";"";"";"";""
"08.05.2010 07:00";"10.6";"748.6";"764.2";"";"84";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"600-1000";"";"";"10.0";"8.0";"";"";"";"";"";""
"08.05.2010 04:00";"12.0";"748.7";"764.2";"";"84";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"9.4";"";"";"";"";"";""
"08.05.2010 01:00";"14.8";"749.0";"764.3";"";"71";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"9.5";"";"";"";"";"";""
